Ping: <@397080824924602380> | Id: 397080824924602380 | Username: Corrupt#1000 | Badges: Early Supporter | Creation Date: 31-12-2017 18:37:26
Ping: <@286955770870890496> | Id: 286955770870890496 | Username: Dane ✿#0010 | Badges: Early Supporter | Creation Date: 02-03-2017 21:19:47
Ping: <@373719706248544257> | Id: 373719706248544257 | Username: Dane77#8740 | Badges: Early Supporter | Creation Date: 28-10-2017 08:28:41
Ping: <@274741478608338947> | Id: 274741478608338947 | Username: DangerosoDavo#1337 | Badges: Early Supporter | Creation Date: 28-01-2017 04:24:32
Ping: <@331680720030400512> | Id: 331680720030400512 | Username: Dangerous747#6969 | Badges: Early Supporter | Creation Date: 04-07-2017 08:20:45
Ping: <@157212390713327616> | Id: 157212390713327616 | Username: Daniel#1287 | Badges: Early Supporter | Creation Date: 09-03-2016 20:45:54
Ping: <@298801793364787200> | Id: 298801793364787200 | Username: DANIEL#0001 | Badges: Early Supporter | Creation Date: 04-04-2017 14:51:39
Ping: <@205429781540503552> | Id: 205429781540503552 | Username: Daniel E.#3870 | Badges: Early Supporter | Creation Date: 20-07-2016 23:04:36
Ping: <@357341652156940302> | Id: 357341652156940302 | Username: Daniel 😎#0640 | Badges: Early Supporter | Creation Date: 13-09-2017 03:48:08
Ping: <@282624846746091520> | Id: 282624846746091520 | Username: Dank-meemer#0029 | Badges: Early Supporter | Creation Date: 18-02-2017 22:30:14
Ping: <@132636811083251712> | Id: 132636811083251712 | Username: Danne#1569 | Badges: Early Supporter | Creation Date: 02-01-2016 01:11:20
Ping: <@163695481019432961> | Id: 163695481019432961 | Username: Danny WRLD#3916 | Badges: Early Supporter | Creation Date: 27-03-2016 19:07:23
Ping: <@270021681332879360> | Id: 270021681332879360 | Username: Danny888#0121 | Badges: Early Supporter | Creation Date: 15-01-2017 03:49:45
Ping: <@309282162631245824> | Id: 309282162631245824 | Username: DannyH#1269 | Badges: Early Supporter | Creation Date: 03-05-2017 12:56:53
Ping: <@120703701382856704> | Id: 120703701382856704 | Username: Dante The Druid#0264 | Badges: Early Supporter | Creation Date: 30-11-2015 02:53:24
Ping: <@213799747243343872> | Id: 213799747243343872 | Username: Suup#7012 | Badges: Early Supporter | Creation Date: 13-08-2016 01:23:51
Ping: <@313068940651921408> | Id: 313068940651921408 | Username: Darkenedsoul#4043 | Badges: Early Supporter | Creation Date: 13-05-2017 23:44:11
Ping: <@211622012597043200> | Id: 211622012597043200 | Username: DarkMaster#0999 | Badges: Early Supporter | Creation Date: 07-08-2016 01:10:19
Ping: <@329912145900994561> | Id: 329912145900994561 | Username: Darth Zoya#3095 | Badges: Early Supporter | Creation Date: 29-06-2017 11:13:05
Ping: <@385873694272126978> | Id: 385873694272126978 | Username: Darthy#0042 | Badges: Early Supporter | Creation Date: 30-11-2017 20:24:17
Ping: <@212392445483155456> | Id: 212392445483155456 | Username: Das#0577 | Badges: Early Supporter | Creation Date: 09-08-2016 04:11:45
Ping: <@246677246516002816> | Id: 246677246516002816 | Username: DasLeo#2990 | Badges: Early Supporter | Creation Date: 11-11-2016 17:47:18
Ping: <@226785551641083904> | Id: 226785551641083904 | Username: dat fella#5676 | Badges: Early Supporter | Creation Date: 17-09-2016 21:24:48
Ping: <@202993472444170240> | Id: 202993472444170240 | Username: DatGuy#9999 | Badges: Early Supporter | Creation Date: 14-07-2016 05:43:35
Ping: <@179047509681766400> | Id: 179047509681766400 | Username: davin#3114 | Badges: Early Supporter | Creation Date: 09-05-2016 03:50:52
Ping: <@282923490313764875> | Id: 282923490313764875 | Username: davisz#7484 | Badges: Early Supporter | Creation Date: 19-02-2017 18:16:56
Ping: <@192347026543869952> | Id: 192347026543869952 | Username: Davvid#0001 | Badges: Early Supporter | Creation Date: 14-06-2016 20:38:24
Ping: <@214736395065884674> | Id: 214736395065884674 | Username: Day_#6694 | Badges: Early Supporter | Creation Date: 15-08-2016 15:25:46
Ping: <@154772835120840704> | Id: 154772835120840704 | Username: daɪ.əˈnaɪsəs#3573 | Badges: Early Supporter | Creation Date: 03-03-2016 03:11:59
Ping: <@89949291845525504> | Id: 89949291845525504 | Username: DC#0420 | Badges: Early Supporter | Creation Date: 06-09-2015 07:06:22
Ping: <@137635126715613185> | Id: 137635126715613185 | Username: DCG#0023 | Badges: Early Supporter | Creation Date: 15-01-2016 20:12:51
Ping: <@364131467204493314> | Id: 364131467204493314 | Username: DD#9000 | Badges: Early Supporter | Creation Date: 01-10-2017 21:28:27
Ping: <@300655074143633409> | Id: 300655074143633409 | Username: Deacon#4498 | Badges: Early Supporter | Creation Date: 09-04-2017 17:35:55
Ping: <@107744695047704576> | Id: 107744695047704576 | Username: DeadAngelsHell#0666 | Badges: Early Supporter | Creation Date: 25-10-2015 08:38:57
Ping: <@167766372380704770> | Id: 167766372380704770 | Username: DeadBot#8760 | Badges: Early Supporter | Creation Date: 08-04-2016 00:43:40
Ping: <@214309904729636864> | Id: 214309904729636864 | Username: DeadFalcon#4234 | Badges: Early Supporter | Creation Date: 14-08-2016 11:11:02
Ping: <@307968157421928448> | Id: 307968157421928448 | Username: Deanmonie#1337 | Badges: Early Supporter | Creation Date: 29-04-2017 21:55:30
Ping: <@123582665759784960> | Id: 123582665759784960 | Username: DeathPants#1868 | Badges: Early Supporter | Creation Date: 08-12-2015 01:33:23
Ping: <@306891877922111488> | Id: 306891877922111488 | Username: Dee!!#9934 | Badges: Early Supporter | Creation Date: 26-04-2017 22:38:45
Ping: <@373852837974638594> | Id: 373852837974638594 | Username: Dee#4444 | Badges: Early Supporter | Creation Date: 28-10-2017 17:17:42
Ping: <@182549578199990272> | Id: 182549578199990272 | Username: deexie#4494 | Badges: Early Supporter | Creation Date: 18-05-2016 19:46:51
Ping: <@140660087734796288> | Id: 140660087734796288 | Username: Deezers#1970 | Badges: Early Supporter | Creation Date: 24-01-2016 04:32:58
Ping: <@206862490510819338> | Id: 206862490510819338 | Username: DefinitelyNotClorox#4633 | Badges: Early Supporter | Creation Date: 24-07-2016 21:57:41
Ping: <@179310693575688202> | Id: 179310693575688202 | Username: DemonsBarrel#5983 | Badges: Early Supporter | Creation Date: 09-05-2016 21:16:40
Ping: <@276539955520602132> | Id: 276539955520602132 | Username: Denne#7509 | Badges: Early Supporter | Creation Date: 02-02-2017 03:31:03
Ping: <@115819634275516421> | Id: 115819634275516421 | Username: Denocle#0001 | Badges: Early Supporter | Creation Date: 16-11-2015 15:25:52
Ping: <@282999207671889930> | Id: 282999207671889930 | Username: DerpTDG#0001 | Badges: Early Supporter | Creation Date: 19-02-2017 23:17:48
Ping: <@189061726191353856> | Id: 189061726191353856 | Username: Derpy Moa#6287 | Badges: Early Supporter | Creation Date: 05-06-2016 19:03:48
Ping: <@188427272288468992> | Id: 188427272288468992 | Username: Desst#0201 | Badges: Early Supporter | Creation Date: 04-06-2016 01:02:42
Ping: <@395038980174905345> | Id: 395038980174905345 | Username: Destroyah#5060 | Badges: Early Supporter | Creation Date: 26-12-2017 03:23:52
Ping: <@115269304705875969> | Id: 115269304705875969 | Username: DeveloperAnonymous#9830 | Badges: Early Verified Bot Developer | Creation Date: 15-11-2015 02:59:03
Ping: <@174573293263650816> | Id: 174573293263650816 | Username: devinh#9930 | Badges: HypeSquad Events, Early Supporter | Creation Date: 26-04-2016 19:31:56
Ping: <@136219388645736448> | Id: 136219388645736448 | Username: devon#0333 | Badges: Early Supporter | Creation Date: 11-01-2016 22:27:13
Ping: <@119902774233268224> | Id: 119902774233268224 | Username: Dewp#1111 | Badges: Early Supporter | Creation Date: 27-11-2015 21:50:49
Ping: <@277571109694472192> | Id: 277571109694472192 | Username: diggs#1312 | Badges: Early Supporter | Creation Date: 04-02-2017 23:48:29
Ping: <@154437407368806400> | Id: 154437407368806400 | Username: digit#0043 | Badges: Early Supporter | Creation Date: 02-03-2016 04:59:07
Ping: <@229286855424737280> | Id: 229286855424737280 | Username: digital#0443 | Badges: Early Supporter | Creation Date: 24-09-2016 19:04:06
Ping: <@398176119326769154> | Id: 398176119326769154 | Username: dilflover2000#0232 | Badges: Early Supporter | Creation Date: 03-01-2018 19:09:44
Ping: <@184722432202899456> | Id: 184722432202899456 | Username: Dilophosaurus#0671 | Badges: Early Supporter | Creation Date: 24-05-2016 19:40:59
Ping: <@140889488288120833> | Id: 140889488288120833 | Username: Dinky#0001 | Badges: Early Supporter | Creation Date: 24-01-2016 19:44:31
Ping: <@330217151233523722> | Id: 330217151233523722 | Username: dinky#0001 | Badges: Early Supporter | Creation Date: 30-06-2017 07:25:03
Ping: <@287164990249500673> | Id: 287164990249500673 | Username: Dino#3231 | Badges: Early Supporter | Creation Date: 03-03-2017 11:11:08
Ping: <@141981309978411009> | Id: 141981309978411009 | Username: DinoSpear#1234 | Badges: Early Supporter | Creation Date: 27-01-2016 20:03:02
Ping: <@166077230575779840> | Id: 166077230575779840 | Username: dnadders#0023 | Badges: Early Supporter | Creation Date: 03-04-2016 08:51:37
Ping: <@177506298223525888> | Id: 177506298223525888 | Username: Doge#6613 | Badges: Early Supporter | Creation Date: 04-05-2016 21:46:39
Ping: <@255550779346124801> | Id: 255550779346124801 | Username: Doggie#8237 | Badges: Early Supporter | Creation Date: 06-12-2016 05:27:33
Ping: <@660416568236441640> | Id: 660416568236441640 | Username: Don Pete Me#7622 | Badges: Early Verified Bot Developer | Creation Date: 28-12-2019 10:39:39
Ping: <@273919759781724160> | Id: 273919759781724160 | Username: DoreK#1444 | Badges: Early Supporter | Creation Date: 25-01-2017 21:59:19
Ping: <@137468219274428416> | Id: 137468219274428416 | Username: Dorf#1234 | Badges: Early Supporter | Creation Date: 15-01-2016 09:09:37
Ping: <@213319514358546432> | Id: 213319514358546432 | Username: Dorkitty#2740 | Badges: Early Supporter | Creation Date: 11-08-2016 17:35:35
Ping: <@159136336119332866> | Id: 159136336119332866 | Username: Dot#8721 | Badges: Early Supporter | Creation Date: 15-03-2016 04:10:59
Ping: <@284648521590898688> | Id: 284648521590898688 | Username: DeJzer#3622 | Badges: Early Supporter | Creation Date: 24-02-2017 12:31:36
Ping: <@286669951987613706> | Id: 286669951987613706 | Username: Rafa#0069 | Badges: Early Verified Bot Developer | Creation Date: 02-03-2017 02:24:02
Ping: <@125733634182348800> | Id: 125733634182348800 | Username: DPC#8956 | Badges: Early Supporter | Creation Date: 14-12-2015 00:00:34
Ping: <@105487308693757952> | Id: 105487308693757952 | Username: jonestr#0001 | Badges: Early Supporter | Creation Date: 19-10-2015 04:08:54
Ping: <@299568950734487552> | Id: 299568950734487552 | Username: Dracnoian#0001 | Badges: Early Supporter | Creation Date: 06-04-2017 17:40:03
Ping: <@177553693447553024> | Id: 177553693447553024 | Username: Drag-ons#3621 | Badges: Early Supporter | Creation Date: 05-05-2016 00:54:59
Ping: <@359305040227336192> | Id: 359305040227336192 | Username: Dragonless Tugboat#2277 | Badges: Early Supporter | Creation Date: 18-09-2017 13:49:57
Ping: <@203162569291202562> | Id: 203162569291202562 | Username: Valentine#1939 | Badges: Early Supporter | Creation Date: 14-07-2016 16:55:31
Ping: <@173843427048423424> | Id: 173843427048423424 | Username: Dramsonen#9700 | Badges: Early Supporter | Creation Date: 24-04-2016 19:11:42
Ping: <@264096393801629706> | Id: 264096393801629706 | Username: DreamyImpy#0001 | Badges: Early Supporter | Creation Date: 29-12-2016 19:24:46
Ping: <@207363553626161153> | Id: 207363553626161153 | Username: DrewChino水#6850 | Badges: Early Supporter | Creation Date: 26-07-2016 07:08:43
Ping: <@152591337772810240> | Id: 152591337772810240 | Username: Droad#1313 | Badges: Early Supporter | Creation Date: 26-02-2016 02:43:29
Ping: <@135492876762218497> | Id: 135492876762218497 | Username: Droidboy#8107 | Badges: Early Supporter | Creation Date: 09-01-2016 22:20:19
Ping: <@249592798909562880> | Id: 249592798909562880 | Username: DSS.PlayStop (Артём)#1500 | Badges: Early Supporter | Creation Date: 19-11-2016 18:52:40
Ping: <@314335344122396675> | Id: 314335344122396675 | Username: dub chovek#6073 | Badges: Early Supporter | Creation Date: 17-05-2017 11:36:26
Ping: <@266072167349747712> | Id: 266072167349747712 | Username: Duckx#0999 | Badges: Early Supporter | Creation Date: 04-01-2017 06:15:48
Ping: <@387587908376199173> | Id: 387587908376199173 | Username: DuhVeed#2002 | Badges: Early Supporter | Creation Date: 05-12-2017 13:55:58
Ping: <@254708548360077313> | Id: 254708548360077313 | Username: Durby#4480 | Badges: Early Supporter | Creation Date: 03-12-2016 21:40:50
Ping: <@275435143878148100> | Id: 275435143878148100 | Username: dweeb cash#1337 | Badges: Early Supporter | Creation Date: 30-01-2017 02:20:55
Ping: <@98645299865595904> | Id: 98645299865595904 | Username: dyl#1337 | Badges: Early Supporter | Creation Date: 30-09-2015 07:01:12
Ping: <@120042078133682177> | Id: 120042078133682177 | Username: pip1y#0001 | Badges: Early Supporter | Creation Date: 28-11-2015 07:04:21
Ping: <@191387857552670720> | Id: 191387857552670720 | Username: dylans#6969 | Badges: Early Supporter | Creation Date: 12-06-2016 05:07:01
Ping: <@302329378988097536> | Id: 302329378988097536 | Username: Dynamite#0001 | Badges: Early Supporter | Creation Date: 14-04-2017 08:29:00
Ping: <@393549158339837953> | Id: 393549158339837953 | Username: E B#0001 | Badges: Early Supporter | Creation Date: 22-12-2017 00:43:51
Ping: <@370939515755429899> | Id: 370939515755429899 | Username: Easter#0001 | Badges: Early Supporter | Creation Date: 20-10-2017 16:21:12
Ping: <@186618894188806144> | Id: 186618894188806144 | Username: eatbreadgethead.com#1277 | Badges: Early Supporter | Creation Date: 30-05-2016 01:16:51
Ping: <@309612924572401674> | Id: 309612924572401674 | Username: Eclxpse#0887 | Badges: Early Supporter | Creation Date: 04-05-2017 10:51:13
Ping: <@256134778879737856> | Id: 256134778879737856 | Username: ed.#1234 | Badges: Early Supporter | Creation Date: 07-12-2016 20:08:10
Ping: <@106334332196499456> | Id: 106334332196499456 | Username: Eddybear#8944 | Badges: Early Supporter | Creation Date: 21-10-2015 12:14:40
Ping: <@443039178515677184> | Id: 443039178515677184 | Username: Edgextrang#1395 | Badges: Early Supporter | Creation Date: 07-05-2018 15:19:31
Ping: <@188290931877871617> | Id: 188290931877871617 | Username: Edi#0001 | Badges: Early Supporter | Creation Date: 03-06-2016 16:00:56
Ping: <@114428605936828418> | Id: 114428605936828418 | Username: Eevee#2906 | Badges: Early Supporter | Creation Date: 12-11-2015 19:18:25
Ping: <@174551622976798720> | Id: 174551622976798720 | Username: eggo#0001 | Badges: Early Supporter | Creation Date: 26-04-2016 18:05:49
Ping: <@183241172892778496> | Id: 183241172892778496 | Username: Ehh#1758 | Badges: Early Supporter | Creation Date: 20-05-2016 17:35:00
Ping: <@253946985411772416> | Id: 253946985411772416 | Username: eibon#0012 | Badges: Early Supporter | Creation Date: 01-12-2016 19:14:39
Ping: <@157147018349903872> | Id: 157147018349903872 | Username: Eisu#0001 | Badges: Early Supporter | Creation Date: 09-03-2016 16:26:08
Ping: <@318368826846609418> | Id: 318368826846609418 | Username: El Sercheun#1767 | Badges: Early Supporter | Creation Date: 28-05-2017 14:44:03
Ping: <@236780714958258177> | Id: 236780714958258177 | Username: Ela#4510 | Badges: Early Supporter | Creation Date: 15-10-2016 11:22:01
Ping: <@80103179848515584> | Id: 80103179848515584 | Username: Electric#0018 | Badges: Partnered Server Owner | Creation Date: 10-08-2015 03:01:26
Ping: <@668685899168743425> | Id: 668685899168743425 | Username: ElectricBlake#2301 | Badges: Early Verified Bot Developer | Creation Date: 20-01-2020 06:19:01
Ping: <@180766348165644288> | Id: 180766348165644288 | Username: Eleftherios#6892 | Badges: Early Supporter | Creation Date: 13-05-2016 21:40:55
Ping: <@328014778129711106> | Id: 328014778129711106 | Username: ElenHast#8820 | Badges: Early Supporter | Creation Date: 24-06-2017 05:33:37
Ping: <@398197766544818179> | Id: 398197766544818179 | Username: Elenn#0001 | Badges: Early Supporter | Creation Date: 03-01-2018 20:35:45
Ping: <@217355560993947648> | Id: 217355560993947648 | Username: Elfir Ytsur#1313 | Badges: Early Supporter | Creation Date: 22-08-2016 20:53:24
Ping: <@198517930088988672> | Id: 198517930088988672 | Username: Elfnoodle#1111 | Badges: Early Supporter | Creation Date: 01-07-2016 21:19:22
Ping: <@203103067405549569> | Id: 203103067405549569 | Username: eli#6666 | Badges: Early Supporter | Creation Date: 14-07-2016 12:59:04
Ping: <@224231647493619712> | Id: 224231647493619712 | Username: Ella#7984 | Badges: Early Supporter | Creation Date: 10-09-2016 20:16:30
Ping: <@392957763963322369> | Id: 392957763963322369 | Username: elliee#0123 | Badges: Early Supporter | Creation Date: 20-12-2017 09:33:51
Ping: <@338756741175181312> | Id: 338756741175181312 | Username: Elodie#2307 | Badges: Early Supporter | Creation Date: 23-07-2017 20:58:20
Ping: <@203299968004521984> | Id: 203299968004521984 | Username: ElRobotX94#0001 | Badges: Early Supporter | Creation Date: 15-07-2016 02:01:29
Ping: <@118399801556467712> | Id: 118399801556467712 | Username: Elura#2199 | Badges: Early Supporter | Creation Date: 23-11-2015 18:18:32
Ping: <@333970403037020161> | Id: 333970403037020161 | Username: EmeraldWolfYT#0001 | Badges: Early Supporter | Creation Date: 10-07-2017 15:59:08
Ping: <@149941360294756352> | Id: 149941360294756352 | Username: emerild#1337 | Badges: Early Supporter | Creation Date: 18-02-2016 19:13:26
Ping: <@168201989769920512> | Id: 168201989769920512 | Username: emi#8288 | Badges: Early Supporter | Creation Date: 09-04-2016 05:34:39
Ping: <@286181494173728768> | Id: 286181494173728768 | Username: emi#6207 | Badges: Early Supporter | Creation Date: 28-02-2017 18:03:05
Ping: <@158826266152271872> | Id: 158826266152271872 | Username: Emily Nabutsu#1669 | Badges: Early Supporter | Creation Date: 14-03-2016 07:38:52
Ping: <@302635876431822848> | Id: 302635876431822848 | Username: emma#8000 | Badges: Early Supporter | Creation Date: 15-04-2017 04:46:55
Ping: <@160063370412818433> | Id: 160063370412818433 | Username: Enacoid#3458 | Badges: Early Supporter | Creation Date: 17-03-2016 17:34:41
Ping: <@277496469949513728> | Id: 277496469949513728 | Username: Enfrax#3009 | Badges: Early Supporter | Creation Date: 04-02-2017 18:51:54
Ping: <@247224672553271298> | Id: 247224672553271298 | Username: envy#0069 | Badges: Early Supporter | Creation Date: 13-11-2016 06:02:35
Ping: <@295295336329773056> | Id: 295295336329773056 | Username: envys#0333 | Badges: Early Supporter | Creation Date: 25-03-2017 21:38:14
Ping: <@368575120433872896> | Id: 368575120433872896 | Username: enzosupreme#1011 | Badges: Early Supporter | Creation Date: 14-10-2017 03:45:56
Ping: <@102177315823316992> | Id: 102177315823316992 | Username: ephy#6666 | Badges: Early Supporter | Creation Date: 10-10-2015 00:56:10
Ping: <@99435210847838208> | Id: 99435210847838208 | Username: epicmiro#8146 | Badges: Early Supporter | Creation Date: 02-10-2015 11:20:01
Ping: <@211602945081344000> | Id: 211602945081344000 | Username: eprod#5482 | Badges: Early Supporter | Creation Date: 06-08-2016 23:54:33
Ping: <@486501098211901466> | Id: 486501098211901466 | Username: erayselim#0001 | Badges: Early Supporter | Creation Date: 04-09-2018 13:41:40
Ping: <@138451309291503617> | Id: 138451309291503617 | Username: Eri#3333 | Badges: Early Supporter | Creation Date: 18-01-2016 02:16:04
Ping: <@360066360283496450> | Id: 360066360283496450 | Username: Erio#7109 | Badges: Early Supporter | Creation Date: 20-09-2017 16:15:10
Ping: <@316282902985965569> | Id: 316282902985965569 | Username: ermen#7351 | Badges: Early Supporter | Creation Date: 22-05-2017 20:35:20
Ping: <@117485919581372422> | Id: 117485919581372422 | Username: ErraticFox#7562 | Badges: Early Supporter | Creation Date: 21-11-2015 05:47:06
Ping: <@408605405548380161> | Id: 408605405548380161 | Username: Estrella#0001 | Badges: Early Supporter | Creation Date: 01-02-2018 13:52:00
Ping: <@200297849710182400> | Id: 200297849710182400 | Username: EstroJen#6969 | Badges: Early Supporter | Creation Date: 06-07-2016 19:12:08
Ping: <@122925245295362048> | Id: 122925245295362048 | Username: eternal#2639 | Badges: Early Supporter | Creation Date: 06-12-2015 06:01:02
Ping: <@146671020634275840> | Id: 146671020634275840 | Username: ethan#1234 | Badges: Early Supporter | Creation Date: 09-02-2016 18:38:16
Ping: <@194681910465789952> | Id: 194681910465789952 | Username: eugene#0089 | Badges: Early Supporter | Creation Date: 21-06-2016 07:16:24
Ping: <@264483839747817472> | Id: 264483839747817472 | Username: EVIL#0503 | Badges: Early Supporter | Creation Date: 30-12-2016 21:04:21
Ping: <@444966031979577345> | Id: 444966031979577345 | Username: EVIL#0888 | Badges: Early Supporter | Creation Date: 12-05-2018 22:56:09
Ping: <@184206353592614912> | Id: 184206353592614912 | Username: Evox-Kun#0001 | Badges: Early Supporter | Creation Date: 23-05-2016 09:30:17
Ping: <@207361541891293194> | Id: 207361541891293194 | Username: Ex Coelis#0099 | Badges: Early Supporter | Creation Date: 26-07-2016 07:00:44
Ping: <@336943074867413002> | Id: 336943074867413002 | Username: exc#3394 | Badges: Early Supporter | Creation Date: 18-07-2017 20:51:29
Ping: <@144286310419398656> | Id: 144286310419398656 | Username: exexeye#0021 | Badges: Early Supporter | Creation Date: 03-02-2016 04:42:17
Ping: <@304533614253572097> | Id: 304533614253572097 | Username: exithell#5520 | Badges: Early Supporter | Creation Date: 20-04-2017 10:27:51
Ping: <@224528762992197642> | Id: 224528762992197642 | Username: eXtrelo#6345 | Badges: Early Supporter | Creation Date: 11-09-2016 15:57:08
Ping: <@263764500690370565> | Id: 263764500690370565 | Username: BenCie#1918 | Badges: Early Supporter | Creation Date: 28-12-2016 21:25:57
Ping: <@195101902776696832> | Id: 195101902776696832 | Username: Ezekiel#4023 | Badges: Early Supporter | Creation Date: 22-06-2016 11:05:18
Ping: <@111191251113545728> | Id: 111191251113545728 | Username: Ezkeal#2121 | Badges: Early Supporter | Creation Date: 03-11-2015 20:54:20
Ping: <@148431975387103232> | Id: 148431975387103232 | Username: Ezrin#9752 | Badges: Early Supporter | Creation Date: 14-02-2016 15:15:40
Ping: <@307855896682430464> | Id: 307855896682430464 | Username: Facher#1852 | Badges: Early Supporter | Creation Date: 29-04-2017 14:29:25
Ping: <@125827768494587905> | Id: 125827768494587905 | Username: Fade#0666 | Badges: Early Supporter | Creation Date: 14-12-2015 06:14:37
Ping: <@193923731175899136> | Id: 193923731175899136 | Username: FaisalAJT#1082 | Badges: Early Supporter | Creation Date: 19-06-2016 05:03:40
Ping: <@208123670764191744> | Id: 208123670764191744 | Username: FallenWarrior2k#2000 | Badges: Early Supporter | Creation Date: 28-07-2016 09:29:09
Ping: <@125614498525478912> | Id: 125614498525478912 | Username: Falsire#2121 | Badges: Early Supporter | Creation Date: 13-12-2015 16:07:10
Ping: <@275655219990495232> | Id: 275655219990495232 | Username: fang$#3114 | Badges: Early Supporter | Creation Date: 30-01-2017 16:55:25
Ping: <@196368911934029824> | Id: 196368911934029824 | Username: Faouzi#1210 | Badges: Early Supporter | Creation Date: 25-06-2016 22:59:56
Ping: <@209312132469096449> | Id: 209312132469096449 | Username: faris.#0808 | Badges: Early Verified Bot Developer | Creation Date: 31-07-2016 16:11:41
Ping: <@179490523738800128> | Id: 179490523738800128 | Username: FarronXIV#0002 | Badges: Early Supporter | Creation Date: 10-05-2016 09:11:15
Ping: <@107939410795847680> | Id: 107939410795847680 | Username: Daniel K#0001 | Badges: Early Supporter | Creation Date: 25-10-2015 21:32:40
Ping: <@271777468287811585> | Id: 271777468287811585 | Username: Fatality#0001 | Badges: Early Supporter | Creation Date: 20-01-2017 00:06:37
Ping: <@396492843071569930> | Id: 396492843071569930 | Username: Fauxile#0037 | Badges: Early Supporter | Creation Date: 30-12-2017 03:41:00
Ping: <@204019202984640512> | Id: 204019202984640512 | Username: fbn#1312 | Badges: Early Supporter | Creation Date: 17-07-2016 01:39:28
Ping: <@337314797634846733> | Id: 337314797634846733 | Username: feen#0810 | Badges: Early Supporter | Creation Date: 19-07-2017 21:28:34
Ping: <@195703457896726528> | Id: 195703457896726528 | Username: Felly#3587 | Badges: Early Supporter | Creation Date: 24-06-2016 02:55:40
Ping: <@237655539440418817> | Id: 237655539440418817 | Username: FenRIR#1337 | Badges: Early Supporter | Creation Date: 17-10-2016 21:18:16
Ping: <@191337849574916097> | Id: 191337849574916097 | Username: Feral Deer Colony#0120 | Badges: Early Supporter | Creation Date: 12-06-2016 01:48:18
Ping: <@219887226316783635> | Id: 219887226316783635 | Username: Fernweh#9999 | Badges: Early Supporter | Creation Date: 29-08-2016 20:33:20
Ping: <@231489473769242624> | Id: 231489473769242624 | Username: Fhoz#6690 | Badges: Early Supporter | Creation Date: 30-09-2016 20:56:31
Ping: <@216370719381127170> | Id: 216370719381127170 | Username: fibba#7777 | Badges: Early Supporter | Creation Date: 20-08-2016 03:39:59
Ping: <@311144841432268804> | Id: 311144841432268804 | Username: FIFARenderZ#4130 | Badges: Early Supporter | Creation Date: 08-05-2017 16:18:30
Ping: <@214195452000731136> | Id: 214195452000731136 | Username: firefox2472#2472 | Badges: Early Supporter | Creation Date: 14-08-2016 03:36:15
Ping: <@277240182330359809> | Id: 277240182330359809 | Username: Fish#8122 | Badges: Early Supporter | Creation Date: 04-02-2017 01:53:30
Ping: <@212783568663871489> | Id: 212783568663871489 | Username: FishSticz#1111 | Badges: Early Supporter | Creation Date: 10-08-2016 06:05:56
Ping: <@190996897484242944> | Id: 190996897484242944 | Username: FISTFULofCAKES#8059 | Badges: Early Supporter | Creation Date: 11-06-2016 03:13:28
Ping: <@198451372134236161> | Id: 198451372134236161 | Username: Fizz#3530 | Badges: Early Supporter | Creation Date: 01-07-2016 16:54:54
Ping: <@143895500272173056> | Id: 143895500272173056 | Username: fizzy#6411 | Badges: Early Supporter | Creation Date: 02-02-2016 02:49:20
Ping: <@274866991129427968> | Id: 274866991129427968 | Username: Flammable#0001 | Badges: Early Supporter | Creation Date: 28-01-2017 12:43:17
Ping: <@126063840520699904> | Id: 126063840520699904 | Username: Flan#5522 | Badges: Early Supporter | Creation Date: 14-12-2015 21:52:41
Ping: <@342105295851618304> | Id: 342105295851618304 | Username: Fleakill#0009 | Badges: Early Supporter | Creation Date: 02-08-2017 02:44:18
Ping: <@417155740596437003> | Id: 417155740596437003 | Username: Floppy#6923 | Badges: Early Supporter | Creation Date: 25-02-2018 04:07:58
Ping: <@320147328768147456> | Id: 320147328768147456 | Username: Florivalen#6669 | Badges: Early Supporter | Creation Date: 02-06-2017 12:31:11
Ping: <@259510912984023040> | Id: 259510912984023040 | Username: Astalaga™#6699 | Badges: Early Supporter | Creation Date: 17-12-2016 03:43:43
Ping: <@248688913269522434> | Id: 248688913269522434 | Username: flux#6969 | Badges: Early Supporter | Creation Date: 17-11-2016 07:00:57
Ping: <@244480317598072832> | Id: 244480317598072832 | Username: Fly#4444 | Badges: Early Supporter | Creation Date: 05-11-2016 16:17:29
Ping: <@132953568184369152> | Id: 132953568184369152 | Username: Foley#0001 | Badges: Early Supporter | Creation Date: 02-01-2016 22:10:00
Ping: <@119113976591155200> | Id: 119113976591155200 | Username: Foo#0001 | Badges: Early Supporter | Creation Date: 25-11-2015 17:36:25
Ping: <@231806602481631233> | Id: 231806602481631233 | Username: Foodie#5488 | Badges: Early Supporter | Creation Date: 01-10-2016 17:56:40
Ping: <@141985970932154368> | Id: 141985970932154368 | Username: Foop#2156 | Badges: Early Supporter | Creation Date: 27-01-2016 20:21:33
Ping: <@236547773095346176> | Id: 236547773095346176 | Username: FootFungus#9006 | Badges: Early Supporter | Creation Date: 14-10-2016 19:56:23
Ping: <@209737059424796672> | Id: 209737059424796672 | Username: Fornarus#3451 | Badges: Early Supporter | Creation Date: 01-08-2016 20:20:11
Ping: <@137963476751482881> | Id: 137963476751482881 | Username: fourchette#2711 | Badges: Early Supporter | Creation Date: 16-01-2016 17:57:36
